datetime_aq,PM25,PM10,NO2,SO2,CO,O3
2022-01-24 14:00:00+07:00,14.0,,7.0,1.0,0.36,12.0
2022-01-24 15:00:00+07:00,14.0,,9.0,1.0,0.34,13.0
2022-01-24 16:00:00+07:00,14.0,,7.0,2.0,0.3,17.0
2022-01-24 17:00:00+07:00,14.0,,11.0,2.0,0.24,21.0
2022-01-24 18:00:00+07:00,14.0,,25.0,2.0,0.23,24.0
2022-01-24 19:00:00+07:00,15.0,,30.0,2.0,0.23,26.0
2022-01-24 20:00:00+07:00,15.0,,38.0,2.0,0.24,25.0
2022-01-24 21:00:00+07:00,15.0,,31.0,2.0,0.26,25.0
2022-01-24 22:00:00+07:00,15.0,,22.0,1.0,0.27,24.0
2022-01-24 23:00:00+07:00,16.0,,15.0,1.0,0.28,25.0
2022-01-25 00:00:00+07:00,16.0,,9.0,1.0,0.29,22.0
2022-01-25 01:00:00+07:00,16.0,,13.0,1.0,0.31,18.0
2022-01-25 02:00:00+07:00,16.0,,11.0,1.0,0.32,15.0
2022-01-25 03:00:00+07:00,17.0,,10.0,1.0,0.32,13.0
2022-01-25 04:00:00+07:00,17.0,,9.5,1.0,0.3,13.0
2022-01-25 05:00:00+07:00,17.0,,17.0,1.0,0.28,14.0
2022-01-25 06:00:00+07:00,17.0,,19.0,1.0,0.29,13.0
2022-01-25 07:00:00+07:00,18.0,,20.0,1.0,0.3,10.0
2022-01-25 08:00:00+07:00,18.0,,19.0,1.0,0.32,10.0
2022-01-25 09:00:00+07:00,18.0,,22.0,1.0,0.35,10.0
2022-01-25 10:00:00+07:00,18.0,,15.0,2.0,0.35,13.0
2022-01-25 11:00:00+07:00,18.0,,11.0,2.0,0.35,18.0
2022-01-25 12:00:00+07:00,19.0,,15.0,1.0,0.36,20.0
2022-01-25 13:00:00+07:00,45.75,,11.0,1.0,0.41,22.0
2022-01-25 14:00:00+07:00,20.0,,10.0,1.0,0.45,24.0
2022-01-25 15:00:00+07:00,20.0,,11.0,1.0,0.5,27.0
2022-01-25 16:00:00+07:00,20.0,,11.0,1.0,0.5,27.0
2022-01-25 17:00:00+07:00,24.0,,14.0,1.0,0.58,31.0
2022-01-25 18:00:00+07:00,24.0,,14.0,1.0,0.58,31.0
2022-01-25 19:00:00+07:00,26.0,,26.0,1.0,0.72,27.0
2022-01-25 20:00:00+07:00,27.0,,39.0,1.0,0.79,24.0
2022-01-25 21:00:00+07:00,27.0,,39.0,1.0,0.79,24.0
2022-01-25 22:00:00+07:00,28.0,,18.0,1.0,0.85,22.0
2022-01-25 23:00:00+07:00,28.0,,12.0,1.0,0.85,22.0
2022-01-26 00:00:00+07:00,28.0,,12.0,1.0,0.85,22.0
2022-01-26 01:00:00+07:00,29.0,,10.0,1.0,0.84,21.0
